,BNP.PA.Open,BNP.PA.High,BNP.PA.Low,BNP.PA.Close,BNP.PA.Volume,BNP.PA.Adjusted
2015-06-01,55.029999,55.369999,54.419998,54.849998,3236882,44.246307
2015-06-02,55.189999,56.110001,54.450001,55.529999,4155842,44.794842
2015-06-03,55.599998,57,55.599998,56.77,5783887,45.795128
2015-06-04,56.419998,57.049999,55.389999,56.34,4377070,45.448254
2015-06-05,55.799999,56.09,54.75,55.299999,4914714,44.60931
2015-06-08,55.130001,55.689999,54.630001,54.630001,3205621,44.068836
2015-06-09,54.5,55.009998,53.639999,54.389999,4322799,43.875233
2015-06-10,54.16,56.049999,53.939999,55.560001,3721303,44.819046
2015-06-11,55.32,56.59,55.189999,56.02,3587409,45.190121
2015-06-12,55.900002,56.18,54.52,55.299999,3552444,44.60931
2015-06-15,54.41,54.939999,53.509998,53.959999,3941510,43.528358
2015-06-16,53.560001,54.080002,52.790001,53.669998,4399738,43.294418
2015-06-17,53.889999,54.119999,53.080002,53.139999,3467193,42.866882
2015-06-18,53.099998,53.419998,52.369999,53.080002,5120329,42.818485
2015-06-19,53.32,54.150002,53.009998,53.610001,5835862,43.246021
2015-06-22,55.43,56.639999,54.93,56.32,6507361,45.432121
2015-06-23,56.889999,57.650002,56.580002,57.360001,4673652,46.271069
2015-06-24,57.490002,57.66,56.07,56.860001,5275356,45.867725
2015-06-25,56.279999,57.84,56.240002,57.029999,5399979,46.004864
2015-06-26,56.91,58,56.380001,57.630001,4038497,46.488869
2015-06-29,54,55.43,53.299999,54.810001,8088578,44.214035
2015-06-30,54.5,55.669998,53.93,54.150002,6608599,43.681633
2015-07-01,54.84,56.490002,54.43,55.369999,6084451,44.665775
2015-07-02,55.790001,55.900002,54.57,54.709999,3194930,44.133366
2015-07-03,54.630001,54.77,53.93,54.27,3626201,43.778431
2015-07-06,53.02,53.34,51.619999,51.970001,6622376,41.923069
2015-07-07,52.299999,52.349998,50.389999,50.5,6073910,40.737251
2015-07-08,50.419998,51.68,50.25,50.93,5806891,41.084126
2015-07-09,51.549999,52.740002,51.400002,52.380001,5129042,42.253811
2015-07-10,54.740002,55.279999,53.970001,54.490002,6542279,43.955898
2015-07-13,55.580002,56.18,55.139999,55.77,4816310,44.988449
2015-07-14,55.970001,56.389999,55.459999,56.360001,2598446,45.46439
2015-07-15,56.240002,56.740002,56.169998,56.290001,3335582,45.407921
2015-07-16,56.740002,57.740002,56.66,57.549999,5082482,46.424332
2015-07-17,57.77,57.810001,57.119999,57.310001,3034590,46.230732
2015-07-20,57.349998,57.82,57.16,57.450001,3008253,46.343666
2015-07-21,57.630001,57.799999,56.720001,57.049999,2617351,46.020996
2015-07-22,56.759998,57.299999,56.459999,56.849998,2489106,45.859657
2015-07-23,57.349998,57.450001,56.82,57.09,2180225,46.053265
2015-07-24,56.939999,57.509998,56.73,57.209999,3230997,46.150063
2015-07-27,57.080002,57.09,55.66,55.709999,4323415,44.940044
2015-07-28,56.07,56.93,55.880001,56.759998,2514683,45.78706
2015-07-29,56.919998,56.98,55.98,56.23,3264013,45.359516
2015-07-30,56.75,57.73,56.43,57.66,4702633,46.513073
2015-07-31,58.900002,59.75,58.790001,59.310001,7476452,47.84409
2015-08-03,58.860001,59.799999,58.84,59.549999,4380965,48.037693
2015-08-04,59.400002,59.869999,58.619999,59.759998,3832790,48.207092
2015-08-05,60,60.540001,59.900002,60.450001,4842312,48.763702
2015-08-06,60.419998,60.93,60.150002,60.68,3366951,48.949238
2015-08-07,60.66,61,60.16,60.25,2645380,48.602367
2015-08-10,60.529999,60.630001,59.880001,60.450001,2125754,48.763702
2015-08-11,60.209999,60.360001,59.450001,59.639999,2915414,48.110291
2015-08-12,59.119999,59.169998,57.459999,57.93,5382695,46.730873
2015-08-13,58.93,59.299999,58.540001,58.689999,3115671,47.343945
2015-08-14,58.790001,59.259998,57.790001,58.150002,2272767,46.90834
2015-08-17,58.450001,59.310001,58.18,59.119999,4317244,47.690819
2015-08-18,59,59.869999,58.740002,59.34,2400429,47.86829
2015-08-19,58.900002,60,58.669998,58.939999,3772322,47.54562
2015-08-20,58.82,59.400002,57.5,57.82,5649281,46.642139
2015-08-21,56.610001,57.700001,55.580002,55.580002,6389343,44.835178
2015-08-24,52.990002,54.810001,50.619999,52.849998,12665368,42.632946
2015-08-25,54.130001,55.98,53.779999,55.490002,8126270,44.762585
2015-08-26,55.080002,55.91,54.029999,55.07,5192185,44.423771
2015-08-27,56.529999,57.060001,56.07,56.549999,4466881,45.617657
2015-08-28,56.540001,56.740002,56.040001,56.650002,2430399,45.698326
2015-08-31,56.209999,56.57,55.669998,56.27,2545340,45.391788
2015-09-01,55.540001,55.73,54.029999,54.610001,3776305,44.0527
2015-09-02,54.759998,55.77,54.380001,54.880001,3260029,44.270504
2015-09-03,55.48,56.650002,55.209999,56.119999,3435036,45.270786
2015-09-04,55.459999,55.689999,54,54.490002,3675154,43.955898
2015-09-07,54.810001,55.200001,54.150002,54.5,1846359,43.963966
2015-09-08,54.849998,56.09,54.84,55.549999,3181682,44.810982
2015-09-09,57.150002,57.41,56.41,56.450001,3355276,45.536987
2015-09-10,55.93,56.509998,55.360001,55.59,2946622,44.843243
2015-09-11,56.080002,56.09,55.040001,55.240002,2489008,44.560909
2015-09-14,55.880001,56,54.400002,54.57,3290288,44.020435
2015-09-15,54.740002,55.540001,54.209999,55.080002,2485355,44.431843
2015-09-16,55.509998,55.799999,54.970001,55.25,2898269,44.568977
2015-09-17,55.369999,55.919998,55.080002,55.650002,3110548,44.891647
2015-09-18,55.110001,55.240002,52.619999,52.98,9412543,42.737816
2015-09-21,52.82,54.02,52.740002,53.689999,2992910,43.310558
2015-09-22,53.75,53.98,51.610001,51.869999,4084830,41.8424
2015-09-23,51.720001,52.259998,51.150002,51.150002,4299099,41.261597
2015-09-24,51.209999,51.779999,50.34,50.919998,5259239,41.076057
2015-09-25,51.91,52.880001,51.68,52.549999,4285534,42.390945
2015-09-28,52.400002,52.400002,50.330002,50.52,3881278,40.753387
2015-09-29,49.950001,51.419998,49.575001,50.900002,4371400,41.059925
2015-09-30,52.169998,52.779999,51.860001,52.459999,4151677,42.31834
2015-10-01,53.389999,53.400002,51.52,51.720001,4145270,41.721405
2015-10-02,52.349998,53.049999,51.18,51.919998,3298096,41.882736
2015-10-05,52.990002,54.110001,52.77,54.009998,4225505,43.568691
2015-10-06,54.200001,54.419998,53.389999,54.080002,3125221,43.625164
2015-10-07,54.599998,54.900002,53.77,54.049999,3362004,43.600964
2015-10-08,53.77,54.02,53.189999,53.450001,3062668,43.116955
2015-10-09,54,54.619999,53.599998,53.810001,2372600,43.40736
2015-10-12,53.91,54.25,53.360001,53.970001,2305017,43.536427
2015-10-13,53.779999,53.959999,52.52,53.380001,2602052,43.060486
2015-10-14,53,53.880001,52.849998,53.119999,2470977,42.850754
2015-10-15,53.810001,54.139999,53.610001,53.970001,2310701,43.536427
2015-10-16,54.299999,55.130001,54.119999,54.990002,3069609,44.359241
2015-10-19,54.970001,55.610001,54.599998,55.09,1917697,44.439907
2015-10-20,55,55.330002,54.029999,54.299999,2267993,43.802628
2015-10-21,54.419998,54.630001,53.66,54.400002,2043670,43.883301
2015-10-22,54.07,55.34,53.810001,55.009998,4590513,44.37537
2015-10-23,55.400002,56.43,55.18,55.91,4757484,45.101379
2015-10-26,55.779999,56.310001,55.32,55.849998,2168585,45.052982
2015-10-27,55.650002,56,55.450001,55.470001,2411209,44.746445
2015-10-28,55.610001,55.970001,55.349998,55.810001,3253328,45.020714
2015-10-29,56.290001,56.400002,53.66,54.299999,4968464,43.802628
2015-10-30,56,56.310001,54.740002,55.259998,4678612,44.577042
2015-11-02,54.880001,55.779999,54.740002,55.349998,2972195,44.649643
2015-11-03,55.27,55.59,54.689999,55.310001,3494318,44.617378
2015-11-04,55.650002,56.25,55.349998,55.639999,3137107,44.883579
2015-11-05,55.939999,56.619999,55.400002,55.869999,3475651,45.069115
2015-11-06,56.049999,57.950001,55.959999,57.610001,4714867,46.472736
2015-11-09,57.810001,58.169998,57.02,57.049999,2619483,46.020996
2015-11-10,57.459999,57.459999,56.27,56.849998,2981732,45.859657
2015-11-11,57,57.68,56.709999,57.27,2253535,46.198463
2015-11-12,57.150002,57.549999,56.34,56.5,2660486,45.577324
2015-11-13,56.220001,57,55.41,56.139999,2794795,45.286919
2015-11-16,55.099998,55.849998,54.880001,55.5,3295463,44.770645
2015-11-17,55.849998,56.689999,55.689999,56.509998,3221006,45.585384
2015-11-18,56.279999,56.619999,55.779999,56.189999,2641832,45.327255
2015-11-19,56.75,57.32,56.279999,56.470001,2630334,45.553123
2015-11-20,56.549999,56.68,55.130001,55.439999,4090715,44.72224
2015-11-23,55.360001,55.66,54.93,55.360001,2245093,44.657711
2015-11-24,54.950001,55.23,54.18,54.959999,2970798,44.335037
2015-11-25,55.099998,55.349998,54.279999,55.07,3116248,44.423771
2015-11-26,55.080002,56.27,54.970001,55.889999,2280441,45.085251
2015-11-27,55.700001,56.48,55.610001,56.02,1906123,45.190121
2015-11-30,56,56.68,55.720001,56.110001,2572277,45.262718
2015-12-01,56.369999,56.880001,56.099998,56.279999,2982684,45.399853
2015-12-02,56.57,56.77,55.580002,55.939999,2332141,45.12558
2015-12-03,55.880001,57.060001,54.189999,54.330002,6616185,43.826832
2015-12-04,54.040001,54.490002,53.220001,53.869999,4121093,43.455757
2015-12-07,54.810001,54.810001,53.830002,54.02,2696471,43.576759
2015-12-08,53.889999,54,52.509998,52.98,3484406,42.737816
2015-12-09,53.080002,53.48,52.099998,52.18,3361632,42.092476
2015-12-10,52,52.799999,51.700001,52.27,3252682,42.165073
2015-12-11,52.110001,52.27,51,51.290001,3918918,41.374527
2015-12-14,51.650002,52.169998,50.150002,50.279999,3983384,40.559784
2015-12-15,50.740002,52.66,50.700001,52.450001,4267698,42.310276
2015-12-16,52.759998,53.02,51.939999,52.48,2876630,42.33448
2015-12-17,53.73,54.310001,53.130001,53.279999,5717530,42.979824
2015-12-18,52.720001,53.689999,52.549999,53.189999,7213812,42.907215
2015-12-21,53.009998,53.869999,52.59,52.59,2842126,42.42321
2015-12-22,52.849998,53.279999,52.130001,52.700001,2196485,42.511948
2015-12-23,53.130001,53.740002,53.080002,53.709999,2682833,43.326691
2015-12-24,53.549999,53.77,53.139999,53.299999,437990,42.995953
2015-12-28,53.23,53.400002,52.209999,52.360001,2185640,42.237679
2015-12-29,52.669998,53.099998,52.459999,53.099998,3133922,42.834614
2015-12-30,53.009998,53.259998,52.48,52.59,2358486,42.42321
2016-01-04,51.75,51.790001,50.619999,51.220001,4769816,41.318066
2016-01-05,52,52,50.959999,51.490002,2996402,41.535866
2016-01-06,51.380001,51.380001,50.119999,50.5,3059199,40.737251
2016-01-07,49.23,49.865002,48.564999,49.389999,5433119,39.841843
2016-01-08,49.544998,49.955002,48,48,5532110,38.720562
2016-01-11,48.009998,49.025002,47.900002,47.900002,4230252,38.639893
2016-01-12,48.419998,49.439999,48.110001,48.945,4130594,39.482868
2016-01-13,49.445,49.985001,48.59,48.855,3796170,39.410267
2016-01-14,48.084999,48.279999,46.695,47.095001,7261105,37.990513
2016-01-15,47,47.07,44.915001,45.380001,8441582,36.607059
2016-01-18,45.154999,45.744999,43.955002,44.330002,6074651,35.760052
2016-01-19,45.09,45.605,44.029999,44.18,6042261,35.639046
2016-01-20,43.040001,43.244999,42.139999,42.845001,8161757,34.562134
2016-01-21,42.560001,44.055,42.209999,43.384998,6913846,34.997738
2016-01-22,44.43,45.209999,43.900002,44.450001,6754157,35.85685
2016-01-25,44.799999,44.880001,42.825001,43.174999,5605408,34.828335
2016-01-26,42.294998,44.18,42.150002,44.044998,5387916,35.530148
2016-01-27,44.189999,44.345001,43.275002,44.16,4217357,35.622913
2016-01-28,43.985001,44.73,42.555,42.915001,5766658,34.618599
2016-01-29,43.529999,43.955002,42.919998,43.724998,5034066,35.272007
2016-02-01,44.084999,44.139999,42.775002,43.330002,3986048,34.953369
2016-02-02,43.040001,43.220001,40.419998,40.875,7869193,32.972977
2016-02-03,40.645,40.735001,38.900002,39.549999,8858035,31.904125
2016-02-04,39.98,41.240002,39.259998,40.965,7231789,33.045574
2016-02-05,43,43.255001,41.32,41.575001,9991485,33.537651
2016-02-08,41.834999,41.860001,39,39.299999,7689954,31.702457
2016-02-09,39.200001,40.450001,37.185001,37.900002,10646677,30.573111
2016-02-10,38.68,40.615002,38.25,39.755001,7936205,32.069496
2016-02-11,39.220001,39.220001,37,37.360001,10130935,30.137501
2016-02-12,38.099998,39.57,37.529999,39.57,9341636,31.920259
2016-02-15,41.294998,41.5,40.314999,40.610001,6226191,32.759205
2016-02-16,41.009998,41.009998,39.380001,40.299999,5168773,32.509132
2016-02-17,40.654999,41.91,40.044998,41.764999,6096337,33.690918
2016-02-18,42.224998,42.294998,40.549999,40.959999,5385712,33.041538
2016-02-19,40.814999,41.535,39.764999,40.509998,6062646,32.678539
2016-02-22,40.830002,41.794998,40.654999,41.759998,4698782,33.686882
2016-02-23,41.450001,42.285,40.52,40.68,4798905,32.815674
2016-02-24,40.529999,40.735001,39.599998,39.919998,6563562,32.202599
2016-02-25,40.5,41.68,40.5,41.505001,5329175,33.481186
2016-02-26,41.904999,42.654999,41.73,42.450001,4471754,34.243496
2016-02-29,41.895,43.044998,41.610001,43,4416352,34.687168
2016-03-01,42.869999,44.110001,42.549999,44.009998,4509010,35.501911
2016-03-02,44.294998,45.610001,44.215,45.48,5592508,36.687725
2016-03-03,45.709999,46.099998,45.43,45.735001,4259311,36.893433
2016-03-04,46.130001,46.605,45.709999,46.485001,5468649,37.498444
2016-03-07,46.235001,46.285,45.174999,45.630001,4361956,36.808735
2016-03-08,45.224998,46.294998,44.625,45.66,3830192,36.832932
2016-03-09,45.73,46.439999,45.5,45.709999,3538980,36.87326
2016-03-10,45.744999,48.965,45.255001,46.150002,9672972,37.228203
2016-03-11,47.605,48.720001,47.310001,48.700001,8482774,39.285233
2016-03-14,48.599998,49.25,47.665001,47.75,5588878,38.518887
2016-03-15,47.23,47.674999,46.445,47.014999,4584979,37.925983
2016-03-16,46.990002,47.435001,45.599998,46.049999,5245209,37.147533
2016-03-17,46.564999,46.630001,43.599998,44.990002,6701832,36.292461
2016-03-18,45,45.66,44.305,45.619999,8496437,36.800667
2016-03-21,45.310001,46.224998,44.939999,45.195,2762351,36.457821
2016-03-22,44.799999,45.115002,43.965,45.115002,3525114,36.393295
2016-03-23,45.209999,45.509998,43.935001,44.384998,3595101,35.804413
2016-03-24,44.029999,44.419998,43.330002,43.419998,3194574,35.02597
2016-03-29,43.535,44.305,43.505001,43.709999,3312275,35.259907
2016-03-30,44.25,44.75,43.970001,44.450001,4339771,35.85685
2016-03-31,44.139999,44.529999,43.314999,44.23,4632408,35.679382
2016-04-01,43.755001,44.735001,43.389999,44.005001,5086010,35.497883
2016-04-04,43.584999,44.700001,43.424999,43.860001,2879572,35.380913
2016-04-05,43.215,43.455002,42.650002,42.950001,4987216,34.646835
2016-04-06,42.91,43.535,42.650002,43,4219297,34.687168
2016-04-07,42.98,43.215,41.080002,41.349998,5597328,33.356148
2016-04-08,41.314999,42.259998,41.305,41.935001,4245222,33.828053
2016-04-11,41.98,42.904999,41.529999,42.314999,3537921,34.13459
2016-04-12,42.490002,43.349998,41.93,42.560001,3357582,34.33223
2016-04-13,43.349998,45.264999,43.299999,45.264999,5359412,36.514294
2016-04-14,45.5,45.970001,44.91,45.66,4079776,36.832932
2016-04-15,45.299999,45.439999,44.740002,45.16,3115263,36.429592
2016-04-18,44.605,45.965,44.314999,45.73,3303565,36.8894
2016-04-19,45.900002,46.48,45.435001,45.630001,3812856,36.808735
2016-04-20,45.27,46.965,45.099998,46.814999,4292269,37.764641
2016-04-21,47,48.380001,46.855,47.639999,5737218,38.430153
2016-04-22,47.650002,48.02,47.490002,47.790001,3112222,38.551155
2016-04-25,47.650002,47.970001,46.349998,46.645,3592900,37.627506
2016-04-26,46.900002,47.639999,46.77,47.48,3460017,38.301086
2016-04-27,47.424999,47.915001,47.325001,47.880001,3621393,38.623756
2016-04-28,47.369999,48.244999,47.150002,48.244999,4312668,38.918198
2016-04-29,47.555,47.919998,46.02,46.240002,4627512,37.300804
2016-05-02,46.799999,46.884998,45.544998,45.965,2239575,37.078968
2016-05-03,47.555,47.689999,45.5,45.5,5795164,36.703865
2016-05-04,46.244999,46.485001,45.005001,45.310001,4704883,36.550594
2016-05-05,45.369999,45.564999,44.490002,44.709999,4284347,36.066586
2016-05-06,44.459999,44.705002,43.145,44.264999,5518014,35.707611
2016-05-09,44.639999,45.195,43.915001,44.150002,3216613,35.614845
2016-05-10,44.485001,45.259998,44.09,44.575001,3416500,35.957687
2016-05-11,44.439999,44.669998,43.630001,44.130001,2825295,35.598713
2016-05-12,43.834999,44.27,43.240002,43.455002,3668807,35.054203
2016-05-13,43.200001,44.27,42.810001,44.02,3574016,35.509979
2016-05-16,43.665001,44.060001,43.490002,43.900002,1294895,35.413177
2016-05-17,44.255001,45.310001,44,44.325001,3929421,35.756016
2016-05-18,44.139999,45.105,43.790001,44.98,3305257,36.284389
2016-05-19,45.244999,46,44.735001,45.305,4557841,36.546562
2016-05-20,45.845001,46.09,45.290001,45.715,4395458,36.877296
2016-05-23,45.715,46.380001,45.005001,45.93,3245945,37.050735
2016-05-24,45.709999,47.915001,45.5,47.630001,5405037,38.422089
2016-05-25,48.084999,49.025002,48.014999,48.970001,5227308,39.503036
2016-05-26,48.740002,50,48.125,50,6260623,40.333916
2016-05-27,49.685001,50.290001,49.584999,49.764999,4205978,40.144344
2016-05-30,49.759998,50.389999,49.59,50.279999,2015314,40.559784
2016-05-31,50.389999,50.669998,49.619999,49.764999,3677184,40.144344
2016-06-01,49.645,50,48.41,48.860001,4586203,39.414299
2016-06-02,46.880001,47.91,46.695,47.509998,6142214,40.227142
2016-06-03,47.235001,47.654999,45.904999,46.32,5299140,39.219559
2016-06-06,46.105,47,46.075001,46.384998,2587908,39.274593
2016-06-07,46.75,47.494999,46.610001,47.064999,3441726,39.850353
2016-06-08,46.91,46.924999,46.200001,46.404999,2696123,39.291531
2016-06-09,46.235001,46.375,45.764999,45.875,3133275,38.842773
2016-06-10,45.685001,45.685001,44.044998,44.294998,4739701,37.504971
2016-06-13,43.599998,43.959999,43.009998,43.009998,3839346,36.416946
2016-06-14,42.5,42.939999,41.779999,42.040001,5774939,35.595646
2016-06-15,42.75,43.470001,42.299999,42.415001,4662586,35.913158
2016-06-16,41.705002,42.049999,41.130001,41.849998,5352103,35.434769
2016-06-17,42.564999,44,42.435001,43.450001,7433495,36.789505
2016-06-20,45.09,45.73,44.904999,45.580002,5670620,38.592995
2016-06-21,45.580002,46.455002,45.419998,46.07,4164919,39.007881
2016-06-22,46.490002,46.810001,46.049999,46.365002,4440777,39.25766
2016-06-23,46.555,48.115002,46.41,47.700001,5550567,40.388016
2016-06-24,38.5,41.91,38.5,39.400002,21339241,33.360336
2016-06-27,38.68,39.174999,35.27,36.91,16415931,31.252026
2016-06-28,38,39.049999,37.674999,38.349998,9430703,32.471287
2016-06-29,39.099998,39.700001,38.855,39.509998,6956460,33.453468
2016-06-30,39.369999,40.224998,38.66,39.755001,6396160,33.660915
2016-07-01,40.134998,40.540001,39.259998,39.91,5051217,33.792152
2016-07-04,40.060001,40.150002,39.110001,39.224998,3402649,33.212154
2016-07-05,38.700001,39.59,38.615002,39.119999,6765075,33.123253
2016-07-06,38.540001,39.169998,37.985001,38.360001,6323079,32.479752
2016-07-07,38.605,39.375,38.365002,38.5,4344408,32.598297
2016-07-08,38.264999,40.244999,38.02,39.814999,5686802,33.711716
2016-07-11,40.360001,40.490002,39.395,40.264999,3480966,34.092735
2016-07-12,40.494999,42.48,40.215,42.34,6165514,35.849659
2016-07-13,42.400002,42.779999,41.334999,41.5,4588786,35.13842
2016-07-14,42.165001,43.185001,41.950001,42.895,4934867,36.31958
2016-07-15,42.82,43.785,42.25,42.779999,3987618,36.222206
2016-07-18,43.025002,43.494999,41.790001,42.455002,3476198,35.947029
2016-07-19,42.349998,42.965,41.48,42.380001,3000749,35.883526
2016-07-20,42.689999,43.23,42.23,42.775002,3449002,36.217976
2016-07-21,42.560001,43.43,42.400002,43.02,4170062,36.425423
2016-07-22,42.740002,43.580002,42.584999,43.400002,4037587,36.747169
2016-07-25,43.200001,43.619999,42.709999,43.185001,2591927,36.565128
2016-07-26,43.07,43.294998,42.299999,42.889999,2791612,36.315346
2016-07-27,42.900002,43.849998,42.884998,43.5,3387764,36.831841
2016-07-28,44.599998,44.889999,42.564999,42.855,4678996,36.285709
2016-07-29,43.064999,44.529999,43.009998,44.355,4955038,37.555775
2016-08-01,45,45.34,43.355,43.695,3563393,36.996948
2016-08-02,43.404999,43.470001,41.584999,41.805,5436257,35.396667
2016-08-03,42.014999,42.445,41.360001,42.035,4482100,35.591412
2016-08-04,42.395,42.985001,42.139999,42.560001,3241331,36.035934
2016-08-05,42.75,43.880001,42.709999,43.845001,3495410,37.123955
2016-08-08,44,44.849998,43.939999,44.389999,2715129,37.585407
2016-08-09,44.415001,44.904999,43.990002,44.814999,2417823,37.945259
2016-08-10,44.400002,45.125,44.380001,44.630001,2670859,37.78862
