,DG.PA.Open,DG.PA.High,DG.PA.Low,DG.PA.Close,DG.PA.Volume,DG.PA.Adjusted
2015-06-03,54.799999,55.139999,54.029999,54.290001,2011974,47.868595
2015-06-04,53.990002,54.349998,52.82,53.77,1640486,47.410095
2015-06-05,53.450001,53.66,52.91,53.299999,1206235,46.995686
2015-06-08,53.09,53.310001,52.630001,52.630001,1205944,46.404938
2015-06-09,52.41,52.599998,51.560001,52.25,2081807,46.069881
2015-06-10,52.110001,53.18,51.75,52.810001,1750379,46.563648
2015-06-11,52.740002,53.549999,52.639999,53.02,1504099,46.74881
2015-06-12,52.91,53,51.669998,52.299999,1720520,46.113968
2015-06-15,51.619999,51.689999,51.02,51.119999,1565550,45.073536
2015-06-16,50.830002,51.759998,50.360001,51.650002,1524635,45.540855
2015-06-17,51.709999,51.860001,50.82,50.990002,1565247,44.958912
2015-06-18,50.77,51.66,50.080002,51.599998,2405720,45.496761
2015-06-19,51.650002,52.32,51.419998,52.200001,3474848,46.025795
2015-06-22,53.330002,54.490002,53.259998,54.34,2756515,47.912678
2015-06-23,55,55.099998,54.419998,54.799999,1933326,48.318264
2015-06-24,54.630001,55.07,54.259998,54.82,2002402,48.335903
2015-06-25,54.310001,55.34,54.18,54.950001,2074076,48.450527
2015-06-26,54.299999,55.259998,53.830002,55.049999,2330328,48.538692
2015-06-29,51.630001,54.009998,51.099998,52.830002,3682031,46.58128
2015-06-30,52.580002,53.110001,51.869999,51.880001,3114780,45.743645
2015-07-01,52.549999,53.73,52.279999,53.299999,2900823,46.995686
2015-07-02,53.490002,53.669998,53.029999,53.099998,1661449,46.819344
2015-07-03,53.049999,53.330002,52.650002,53.299999,1823338,46.995686
2015-07-06,51.860001,52.84,51.720001,52.099998,1893555,45.937622
2015-07-07,52.130001,52.369999,51.25,51.450001,2731626,45.364506
2015-07-08,51.299999,52.299999,51.099998,51.639999,1984335,45.532032
2015-07-09,51.91,53.07,51.68,52.849998,1460812,46.598911
2015-07-10,54.169998,54.57,53.639999,54.349998,2251205,47.921497
2015-07-13,55,55.549999,54.689999,55.32,1783764,48.77676
2015-07-14,55.110001,55.740002,55.07,55.740002,1119705,49.147087
2015-07-15,55.869999,56.349998,55.650002,56.09,1420023,49.455688
2015-07-16,56.380001,56.849998,56.139999,56.669998,1944893,49.967079
2015-07-17,56.900002,56.919998,56.330002,56.59,1288834,49.896545
2015-07-20,56.580002,57.099998,56.349998,56.52,1355747,49.834827
2015-07-21,56.75,56.799999,56.310001,56.5,1226436,49.817192
2015-07-22,56.34,56.91,56.16,56.82,1154179,50.09935
2015-07-23,57,57,56.16,56.330002,1229425,49.667305
2015-07-24,56.200001,56.57,55.700001,55.959999,1189988,49.341061
2015-07-27,55.630001,55.75,54.799999,54.959999,1283362,48.459343
2015-07-28,55.279999,55.849998,55.049999,55.549999,1180146,48.979557
2015-07-29,55.650002,56.380001,55.580002,56.209999,1614875,49.561497
2015-07-30,56.5,56.720001,55.689999,56.080002,1337704,49.446865
2015-07-31,56.650002,58.549999,56.650002,58.400002,2623627,51.492466
2015-08-03,58.310001,59.450001,58.240002,59.450001,1844602,52.41827
2015-08-04,59.310001,59.400002,58.880001,59.299999,1708551,52.286011
2015-08-05,59.290001,59.48,59,59.310001,2023097,52.294827
2015-08-06,59.5,59.66,59.220001,59.450001,1185288,52.41827
2015-08-07,59.540001,59.68,59.130001,59.200001,1707033,52.197838
2015-08-10,59.43,60.349998,59.25,60.330002,1282421,53.194183
2015-08-11,60.189999,60.310001,59.509998,59.75,1239620,52.682781
2015-08-12,59.169998,59.279999,57.5,57.950001,1982816,51.095695
2015-08-13,58.900002,59.27,58.380001,58.599998,1459283,51.668804
2015-08-14,58.48,59.169998,58.040001,58.23,1165407,51.342567
2015-08-17,58.490002,59.029999,57.650002,58.299999,1270224,51.404289
2015-08-18,58.220001,58.75,58,58.310001,1036394,51.413109
2015-08-19,57.98,58.279999,57.52,57.799999,1215486,50.963425
2015-08-20,57.619999,58,56.639999,57,1938708,50.258049
2015-08-21,56.07,57.09,55.939999,56.18,2911461,49.535042
2015-08-24,54.200001,55.080002,51.110001,52.900002,5757267,46.643005
2015-08-25,53.549999,54.669998,53.32,54.290001,4090388,47.868595
2015-08-26,53.759998,55.810001,53.009998,54.959999,3365349,48.459343
2015-08-27,56.310001,57.66,56.029999,57.119999,2897957,50.363857
2015-08-28,57.060001,57.369999,56.720001,57.34,1391464,50.557838
2015-08-31,57.009998,57.529999,56.549999,57.41,1288666,50.619556
2015-09-01,56.610001,56.799999,55.57,56.299999,1883206,49.640854
2015-09-02,56.75,56.98,55.93,56.43,1504660,49.75547
2015-09-03,56.900002,57.77,56.650002,57.200001,1678032,50.434395
2015-09-04,56.599998,57.189999,56.360001,56.939999,2278133,50.205151
2015-09-07,57.240002,57.5,56.599998,56.919998,1193432,50.187515
2015-09-08,57.5,58.41,57.41,57.740002,1728094,50.910526
2015-09-09,59,59.68,58.740002,58.990002,1826906,52.012676
2015-09-10,58.41,59.57,58.369999,58.959999,2098880,51.986221
2015-09-11,59.220001,59.23,57.84,58,1708563,51.139771
2015-09-14,58,58.299999,57.32,57.32,1351904,50.540207
2015-09-15,57.349998,58.299999,57.290001,58,1439259,51.139771
2015-09-16,58.41,58.779999,58.040001,58.68,1445862,51.739346
2015-09-17,58.84,59.279999,58.41,59.240002,1359022,52.233112
2015-09-18,58.77,58.939999,57.700001,58.150002,3851421,51.27203
2015-09-21,58,59.209999,58,59.029999,1181818,52.047943
2015-09-22,59.09,59.09,57.099998,57.52,1826297,50.716545
2015-09-23,57.73,58.27,57.23,57.459999,1560501,50.663647
2015-09-24,56.869999,57.09,55.380001,55.82,3074159,49.217621
2015-09-25,56.689999,58.099998,56.540001,57.709999,1982208,50.884075
2015-09-28,57.639999,58.040001,56.650002,57.02,1899053,50.275692
2015-09-29,56.23,57,56,56.18,1981559,49.535042
2015-09-30,57.240002,57.330002,56.619999,56.709999,2614494,50.00235
2015-10-01,57.66,57.66,56.099998,56.470001,1751571,49.790741
2015-10-02,57.040001,57.27,55.700001,56.450001,1984048,49.773109
2015-10-05,57.369999,59,57.349998,58.77,2111857,51.818699
2015-10-06,58.060001,58.450001,57.549999,58.200001,2736518,51.31612
2015-10-07,58.310001,58.52,57.880001,58.009998,1843717,51.148586
2015-10-08,57.810001,58.029999,57.48,57.919998,1654387,51.069233
2015-10-09,58.279999,58.400002,56.77,56.939999,2012126,50.205151
2015-10-12,56.950001,56.990002,55.939999,56.360001,1338813,49.693748
2015-10-13,56.049999,57.349998,55.799999,57.279999,1909788,50.504932
2015-10-14,56.919998,57.759998,56.470001,57.32,1532287,50.540207
2015-10-15,57.799999,58.139999,57.169998,57.849998,1185366,51.007511
2015-10-16,58.139999,58.419998,57.900002,58.240002,1839383,51.351383
2015-10-19,58,58.509998,57.59,57.689999,1254089,50.866444
2015-10-20,57.700001,58.380001,57.68,57.950001,1259295,51.095695
2015-10-21,58.299999,58.580002,57.939999,58.27,1509159,51.377838
2015-10-22,58.23,58.950001,57.689999,58.779999,1956438,51.827515
2015-10-23,59.330002,60.639999,59.25,60.119999,4162389,53.009022
2015-10-26,59.869999,60.41,59.619999,60.380001,1370717,53.238266
2015-10-27,60.099998,60.299999,59.740002,59.959999,1201908,52.867947
2015-10-28,59.990002,60.84,59.73,60.529999,1086109,53.370525
2015-10-29,60.700001,61.080002,60,61.080002,1447364,53.855476
2015-10-30,61.09,61.59,60.779999,61.380001,1560889,54.119991
2015-11-02,60.549999,61.98,60.459999,61.48,1231320,54.208157
2015-11-03,61.349998,61.619999,60.950001,61.310001,1275105,54.058262
2015-11-04,61.5,61.630001,59.84,60.040001,1952765,52.93848
2015-11-05,60.240002,61.360001,59.990002,60.830002,1651814,53.63504
2015-11-06,60.959999,62.599998,60.93,62.220001,1820566,54.860634
2015-11-09,61.91,62.509998,61.689999,61.830002,1768725,54.516766
2015-11-10,61.540001,61.560001,59.580002,60.610001,2253118,53.938309
2015-11-11,60.830002,61.740002,60.700001,61.07,1040337,54.347672
2015-11-12,60.849998,61.119999,59.91,59.93,1229215,53.333164
2015-11-13,59.810001,60.130001,59.169998,59.91,1270275,53.315369
2015-11-16,59.529999,60.310001,59.209999,59.529999,2175925,52.977184
2015-11-17,60.32,61.860001,60.200001,61.830002,2277549,55.024021
2015-11-18,61.43,61.959999,61.049999,61.75,1260095,54.95282
2015-11-19,62.119999,62.52,61.900002,62.060001,1823787,55.228695
2015-11-20,62.279999,62.369999,61.259998,61.490002,1773311,54.721447
2015-11-23,61.529999,61.740002,60.73,61.220001,1178648,54.481159
2015-11-24,61.02,61.02,60,60.5,1376391,53.840416
2015-11-25,60.599998,61.599998,60.43,61.200001,1391499,54.463371
2015-11-26,61.049999,62.02,60.860001,61.91,941079,55.095211
2015-11-27,61.619999,62.290001,61.5,62.110001,838706,55.273193
2015-11-30,61.91,62.040001,61.52,61.560001,1923054,54.783745
2015-12-01,61.790001,61.939999,60.540001,60.860001,1750732,54.160789
2015-12-02,61.099998,61.369999,60.740002,60.990002,1391649,54.276482
2015-12-03,60.990002,61.740002,58.580002,58.939999,2448192,52.452137
2015-12-04,58.68,59.34,58.279999,59.040001,2190898,52.54113
2015-12-07,59.57,60.459999,59.349998,60.209999,1521773,53.582336
2015-12-08,60.290001,60.610001,59.419998,59.709999,1968711,53.137379
2015-12-09,60.049999,60.349998,59.299999,59.41,1258603,52.870403
2015-12-10,59.310001,59.349998,58.470001,58.599998,1347554,52.149563
2015-12-11,58.380001,58.48,57.25,57.630001,1642970,51.286335
2015-12-14,57.860001,58.419998,57.110001,57.16,1414916,50.868069
2015-12-15,57.77,58.049999,57.490002,57.68,2419083,51.330833
2015-12-16,58.02,58.189999,57.68,57.939999,1934712,51.56221
2015-12-17,58.970001,59.459999,58.77,59.16,2867356,52.647919
2015-12-18,58.419998,58.599998,57.98,58.400002,5627928,51.971581
2015-12-21,58.32,59.130001,57.900002,57.900002,1292910,51.526615
2015-12-22,58.349998,58.580002,57.459999,58.029999,977432,51.642303
2015-12-23,58.700001,59.16,58.68,59.029999,1028093,52.532227
2015-12-24,59.240002,59.279999,58.970001,59.279999,181173,52.754707
2015-12-28,59.200001,59.23,58.400002,58.459999,487039,52.024975
2015-12-29,58.939999,59.669998,58.939999,59.5,706167,52.950497
2015-12-30,59.290001,59.669998,59,59.48,627230,52.932693
2016-01-04,58.759998,58.759998,57.23,57.73,1723329,51.375324
2016-01-05,58.139999,58.439999,57.400002,58.049999,1176286,51.660103
2016-01-06,57.889999,57.889999,56.720001,57.709999,1313092,51.357533
2016-01-07,56.34,57.200001,55.91,57.049999,1997682,50.77018
2016-01-08,56.98,57.540001,56.689999,56.860001,1623185,50.601089
2016-01-11,57.189999,58.700001,57.060001,58.09,2348417,51.695694
2016-01-12,58.209999,59.599998,57.740002,59.040001,1881715,52.54113
2016-01-13,59.540001,60.369999,59.25,59.48,1802666,52.932693
2016-01-14,58.66,58.720001,57,58.09,2568151,51.695694
2016-01-15,58.150002,58.380001,56.610001,57.400002,2808343,51.08165
2016-01-18,57.220001,58.02,56.950001,57.34,1467665,51.028255
2016-01-19,58.27,59.220001,57.889999,59.049999,1695579,52.550022
2016-01-20,57.900002,58.040001,56.459999,57.209999,2183990,50.912567
2016-01-21,57.290001,58.610001,56.900002,58.25,2698648,51.838089
2016-01-22,59.049999,60.639999,58.849998,60.220001,2326912,53.591244
2016-01-25,60.779999,62.18,60.450001,61.630001,2307944,54.846027
2016-01-26,60.59,61.709999,60.380001,61.369999,1710896,54.614655
2016-01-27,61.400002,62.610001,61.16,62.610001,1980004,55.718159
2016-01-28,62.16,62.970001,61.119999,61.84,2105156,55.032913
2016-01-29,62.650002,62.689999,61.869999,62.419998,2281997,55.549065
2016-02-01,63.029999,63.639999,62.540001,63.639999,2110747,56.634781
2016-02-02,64,64,62.450001,62.84,2059440,55.92284
2016-02-03,62.5,62.709999,60.439999,61.080002,2572082,54.356579
2016-02-04,61.950001,62.259998,60.290001,60.290001,1857727,53.653538
2016-02-05,61.599998,62.130001,60.490002,60.75,2695238,54.062901
2016-02-08,61.509998,61.82,58.889999,59.360001,3115460,52.825905
2016-02-09,59.310001,59.689999,57.450001,59.23,2972009,52.710213
2016-02-10,59.59,60.619999,59.119999,59.84,2384081,53.253071
2016-02-11,59.200001,59.299999,58.09,58.209999,2211754,51.80249
2016-02-12,58.610001,59.040001,58.060001,58.630001,2109268,52.176262
2016-02-15,59.73,60.540001,59.509998,60.360001,1764794,53.715836
2016-02-16,60.799999,61.689999,60.419998,61.389999,1852036,54.63245
2016-02-17,61.889999,63.299999,61.700001,63.18,2501776,56.225418
2016-02-18,63.200001,63.900002,62.689999,63.66,1952708,56.652584
2016-02-19,63.52,63.880001,62.029999,62.889999,1950964,55.967335
2016-02-22,63.189999,63.950001,63.009998,63.060001,1489647,56.118626
2016-02-23,63,63.68,62.889999,63.060001,1412269,56.118626
2016-02-24,62.990002,63.130001,61.709999,62.369999,1800669,55.504578
2016-02-25,63.299999,63.98,62.959999,63.639999,1609827,56.634781
2016-02-26,64,64.540001,63.279999,63.41,1826835,56.430096
2016-02-29,63.07,63.849998,62.439999,63.82,1707436,56.794968
2016-03-01,63.900002,64.07,63.419998,64,3023425,56.955154
2016-03-02,64.5,64.660004,62.790001,62.959999,2559771,56.029629
2016-03-03,62.93,63.02,62.360001,63.009998,1190273,56.074131
2016-03-04,63.369999,64.029999,62.689999,63.959999,1645984,56.919556
2016-03-07,64,64.5,63.509998,63.700001,1205373,56.688179
2016-03-08,63.32,63.650002,62.540001,63.27,1349275,56.305508
2016-03-09,63.400002,64.300003,63.169998,63.889999,1487025,56.857258
2016-03-10,64.139999,66.440002,63.599998,63.599998,3070329,56.599178
2016-03-11,64.769997,65.559998,64.550003,65.349998,2021197,58.156551
2016-03-14,65.400002,65.830002,64.480003,64.599998,1240803,57.489109
2016-03-15,64.220001,65.209999,64.110001,65.160004,1361675,57.987469
2016-03-16,65.199997,65.290001,64.620003,65.290001,1382387,58.103161
2016-03-17,65.690002,65.93,64.25,65.379997,1778763,58.18325
2016-03-18,65.879997,65.900002,64.769997,64.769997,3488052,57.640392
2016-03-21,64.970001,65.43,64.480003,64.940002,1325295,57.791679
2016-03-22,64.540001,65.099998,64.150002,65.07,1091539,57.907375
2016-03-23,65.330002,65.699997,65.07,65.440002,1334887,58.236649
2016-03-24,64.839996,65.389999,64.650002,65,1054381,57.845078
2016-03-29,65.25,65.769997,64.870003,65.199997,1145950,58.023064
2016-03-30,65.720001,66.690002,65.620003,66.290001,1605031,58.99308
2016-03-31,65.779999,65.779999,65.160004,65.470001,1583725,58.263348
2016-04-01,64.75,65.32,63.849998,65.279999,2398022,58.094257
2016-04-04,65,65.870003,64.360001,65.449997,1352648,58.245544
2016-04-05,64.620003,64.910004,64.300003,64.739998,1638176,57.613701
2016-04-06,64.779999,65.209999,64.43,65.099998,1388967,57.934071
2016-04-07,65.07,65.639999,64.440002,64.849998,1368549,57.711578
2016-04-08,64.949997,65.089996,64.370003,65.019997,1436803,57.862873
2016-04-11,64.959999,65.080002,64.150002,64.580002,1649475,57.471313
2016-04-12,64.5,64.860001,64,64.75,1611154,57.622593
2016-04-13,65.410004,65.650002,64.43,64.900002,2099709,57.756084
2016-04-14,65.010002,65.839996,64.68,65.839996,1942243,58.592609
2016-04-15,65.800003,66.239998,65.769997,65.949997,1825781,58.690502
2016-04-18,65.349998,66.18,65.32,66.050003,1307927,58.779507
2016-04-19,66.139999,66.5,65.739998,66.18,1844213,58.895195
2016-04-20,66.080002,66.330002,65.150002,65.559998,1673880,58.343441
2016-04-21,65.720001,66,63.82,64.239998,2323439,57.168732
2016-04-22,64.419998,65.239998,63.990002,65.010002,1353267,57.853985
2016-04-25,65.019997,65.480003,64.730003,65.480003,1093521,58.27224
2016-04-26,64.910004,65.339996,64.470001,65.129997,1945248,59.107162
2016-04-27,65.230003,66.019997,65.199997,65.800003,1399014,59.715218
2016-04-28,65.650002,66,64.970001,66,1498661,59.896713
2016-04-29,63.099998,65.879997,63.099998,65.239998,3018538,59.206989
2016-05-02,65,65.360001,64.790001,64.940002,1070542,58.934731
2016-05-03,65,65.599998,64.580002,65.5,1890890,59.442944
2016-05-04,65.269997,65.629997,64.25,64.470001,1657780,58.508202
2016-05-05,64.480003,64.860001,64.139999,64.309998,1157250,58.362988
2016-05-06,64.160004,64.339996,63.27,63.75,1509342,57.854786
2016-05-09,63.869999,64.330002,63.720001,63.919998,1325502,58.009056
2016-05-10,64.470001,64.720001,63.810001,64.089996,1306247,58.163334
2016-05-11,63.93,64.790001,63.790001,64.559998,1664009,58.589874
2016-05-12,64.419998,65,64.040001,64.620003,1319234,58.644333
2016-05-13,64.220001,65.459999,64,65.089996,1400021,59.070862
2016-05-16,64.650002,65.599998,64.470001,65.519997,759385,59.461098
2016-05-17,65.550003,65.830002,64.730003,65.129997,1509709,59.107162
2016-05-18,64.739998,65.360001,64.589996,65.360001,1512938,59.315899
2016-05-19,65.010002,65.379997,64.599998,65.150002,1087076,59.125317
2016-05-20,65.489998,66.010002,65.309998,66.010002,2293771,59.905788
2016-05-23,66.209999,66.82,66.169998,66.349998,1808552,60.214352
2016-05-24,66.419998,67.93,66.269997,67.739998,2340123,61.4758
2016-05-25,67.970001,68.07,67.360001,67.410004,1750294,61.176327
2016-05-26,67.449997,68.07,67.449997,67.919998,1307968,61.639156
2016-05-27,67.730003,68.18,67.610001,68.18,1378466,61.875114
2016-05-30,68.099998,68.290001,67.809998,68.150002,853502,61.8479
2016-05-31,67.559998,67.75,67.160004,67.589996,3237326,61.33968
2016-06-01,67.470001,67.779999,67.019997,67.199997,1617734,60.985744
2016-06-02,67.330002,67.629997,66.629997,66.790001,1613686,60.613663
2016-06-03,66.900002,67.239998,66.269997,66.690002,1498098,60.522907
2016-06-06,66.519997,67.019997,66.169998,66.830002,1241771,60.649956
2016-06-07,67.099998,67.470001,66.889999,66.900002,1839903,60.713486
2016-06-08,66.620003,66.790001,66.040001,66.150002,1665028,60.032841
2016-06-09,66.160004,66.160004,65.519997,65.790001,1436405,59.706131
2016-06-10,65.550003,65.550003,64.620003,64.669998,1567479,58.689697
2016-06-13,64.139999,64.440002,63.650002,63.650002,1964753,57.76403
2016-06-14,62.970001,63.110001,62.18,62.18,2483398,56.429962
2016-06-15,62.75,63.330002,62.5,62.599998,1855638,56.811123
2016-06-16,62,62.540001,61.5,62.330002,1835471,56.566093
2016-06-17,62.709999,63.119999,62.5,62.900002,2480050,57.083382
2016-06-20,64.339996,65.239998,64.25,64.800003,1943891,58.807686
2016-06-21,64.949997,64.949997,64.379997,64.730003,2087560,58.744152
2016-06-22,65.190002,65.370003,64.419998,64.419998,1976592,58.462818
2016-06-23,64.800003,65.370003,64,64.650002,2932191,58.671558
2016-06-24,61.130001,61.639999,58.73,59.990002,6320771,54.442482
2016-06-27,59.52,60.73,58.290001,58.57,3716007,53.153793
2016-06-28,59.439999,60.509998,58.990002,60.360001,3383689,54.778271
2016-06-29,61.09,62.790001,60.84,62.52,2424373,56.738522
2016-06-30,62.580002,63.880001,62.02,63.689999,2778358,57.800327
2016-07-01,64.019997,64.93,63.860001,64.349998,2094620,58.3993
2016-07-04,64.720001,64.889999,63.549999,63.560001,1103888,57.68235
2016-07-05,63.07,63.299999,62.400002,62.669998,1464382,56.874653
2016-07-06,62.240002,62.73,61.689999,62.209999,1839953,56.457188
2016-07-07,62.619999,63.439999,62.52,63.130001,1698499,57.292114
2016-07-08,62.889999,63.959999,62.669998,63.599998,1432892,57.718647
2016-07-11,64.220001,65.480003,63.93,65.449997,1453904,59.397575
2016-07-12,65.5,66.32,65.410004,65.760002,1481432,59.678905
2016-07-13,65.519997,66.480003,65.519997,66.089996,1381234,59.97839
2016-07-14,66.400002,66.669998,65.669998,66.309998,1216754,60.178043
2016-07-15,66.18,66.370003,65.75,66.269997,1011320,60.141747
2016-07-18,66.279999,66.68,65.610001,65.900002,969798,59.805962
2016-07-19,65.760002,66.099998,65.32,65.940002,1110642,59.842255
2016-07-20,66.290001,66.610001,65.830002,66.379997,1076802,60.24157
2016-07-21,66.410004,66.650002,65.389999,65.970001,975250,59.869484
2016-07-22,66.019997,66.860001,65.989998,66.550003,1053160,60.395855
2016-07-25,66.699997,67.260002,66.540001,67.209999,944684,60.99482
2016-07-26,67.199997,67.480003,66.970001,67.379997,1124216,61.149094
2016-07-27,67.510002,68.050003,67.510002,67.610001,1270824,61.357834
2016-07-28,67.330002,68.300003,66.959999,67.080002,1326589,60.876835
2016-07-29,67.599998,67.889999,65.839996,67.889999,1841239,61.611927
2016-08-01,68,68.080002,67.050003,67.220001,1049597,61.003895
2016-08-02,67.230003,67.82,67.230003,67.370003,1426484,61.140022
2016-08-03,67.379997,67.400002,66.5,67.089996,1645642,60.88591
2016-08-04,67.639999,67.870003,66.650002,67.230003,1081728,61.01297
2016-08-05,67.349998,67.68,66.790001,67.040001,2327781,60.840542
2016-08-08,67.019997,67.400002,66.510002,67.269997,1051345,61.049263
2016-08-09,67.360001,67.68,67.099998,67.68,1023160,61.421352
2016-08-10,67.440002,67.75,67.199997,67.709999,919423,61.448578
2016-08-11,68,69.68,67.93,69.68,1854732,63.236404
2016-08-12,69.669998,69.800003,68.900002,68.900002,1248590,62.528545
2016-08-15,68.830002,69.279999,68.639999,68.699997,676310,62.347031
2016-08-16,68.400002,68.43,67.599998,67.599998,1590266,61.348763
