date,AI.PA,BN.PA,DG.PA,BNP.PA,SAF.PA
02/07/2014,77.256699,48.052414,46.3503,40.073528,42.669662
03/07/2014,78.420204,48.78791,46.213898,40.262077,43.051704
04/07/2014,78.808006,48.551502,46.111599,39.437195,43.206329
07/07/2014,77.838448,48.052414,45.182377,38.977619,42.333111
08/07/2014,77.000732,47.69342,44.074131,38.148811,42.001099
09/07/2014,77.799637,48.069927,44.287254,37.995617,41.218842
10/07/2014,76.36467,47.194332,43.929199,37.465332,41.841923
11/07/2014,76.67495,47.789738,44.184956,37.991688,42.633282
14/07/2014,77.194588,47.903564,44.35545,38.317715,42.701496
15/07/2014,76.209534,48.3326,44.005928,37.885632,42.246693
16/07/2014,77.334229,49.786079,44.849895,38.639812,42.228504
17/07/2014,76.077614,49.199432,44.202,38.188087,41.955624
18/07/2014,76.36467,49.208191,44.790226,38.435555,41.891949
21/07/2014,76.100899,48.928001,44.270203,38.219513,41.832829
22/07/2014,76.977432,49.864883,45.557472,38.302002,41.655457
23/07/2014,76.287056,49.558426,45.557472,38.498402,41.855568
24/07/2014,77.10157,49.01556,45.958145,39.122955,42.078415
25/07/2014,75.72081,48.210018,45.131222,38.950123,41.519016
28/07/2014,76.287056,48.621544,45.063026,39.001186,41.205193
29/07/2014,77.054962,48.796665,45.293194,39.311501,40.927765
30/07/2014,76.550819,48.18375,44.952202,39.185802,40.832253
31/07/2014,73.704079,47.360695,44.005928,38.887276,39.9272
01/08/2014,72.610397,47.273136,41.222527,39.091526,39.949936
04/08/2014,72.276901,47.2206,41.026451,39.429337,40.109119
05/08/2014,73.277466,47.518303,40.834641,38.863708,40.554825
06/08/2014,73.370583,47.421989,40.497902,38.435555,40.482056
07/08/2014,72.160484,47.054237,39.526054,37.842422,40.177334
08/08/2014,72.230301,46.528881,39.879833,37.685303,40.222824
11/08/2014,73.16114,46.677738,40.881527,37.728516,41.382568
12/08/2014,72.71122,46.467598,40.340191,37.630314,41.287056
13/08/2014,73.812706,46.415058,40.493641,38.286289,41.978363
14/08/2014,73.603264,46.616444,40.382809,38.148811,42.537773
15/08/2014,73.005997,46.327499,39.952305,37.964195,42.132988
18/08/2014,73.781693,46.66898,40.412651,38.231297,42.988022
19/08/2014,74.177299,46.563904,40.57888,38.345211,43.047146
20/08/2014,74.006653,46.397545,40.57888,38.15667,42.746979
21/08/2014,74.534096,46.765293,41.329082,38.800858,43.142658
22/08/2014,73.804909,46.161137,40.82185,38.549469,43.279106
25/08/2014,75.643288,47.150551,41.648769,39.460762,44.739029
26/08/2014,76.271561,47.413231,41.925827,40.301353,44.839073
27/08/2014,75.961266,47.168064,41.998291,40.662731,44.984615
28/08/2014,75.426125,46.704006,41.968452,40.43491,45.025543
29/08/2014,75.426125,46.528881,42.411755,40.364212,45.375744
01/09/2014,75.3097,46.887878,42.079285,40.364212,45.36665
02/09/2014,75.185661,47.045483,41.797958,40.592026,45.316628
03/09/2014,75.930252,47.465767,42.347813,41.464046,45.462154
04/09/2014,77.109268,48.428917,41.593361,42.658157,46.253513
05/09/2014,76.527512,48.113705,40.817585,42.477474,47.02668
08/09/2014,76.4655,47.947342,40.561844,42.422478,46.57188
09/09/2014,76.170723,47.719688,40.25494,41.89613,46.544586
10/09/2014,75.588974,47.605865,40.09296,42.304642,46.590069
11/09/2014,75.736313,47.710938,39.432278,42.194656,46.490005
12/09/2014,75.922554,47.43074,39.104069,42.398914,46.844757
15/09/2014,75.930252,47.273136,38.490269,42.061104,47.117641
16/09/2014,75.216675,46.957928,38.396492,41.927551,46.317196
17/09/2014,75.557961,46.817825,39.266045,42.281071,46.426342
18/09/2014,76.830086,46.992947,39.381126,42.658157,46.808376
19/09/2014,76.853302,46.949162,39.329975,42.422478,46.271702
22/09/2014,76.659454,46.774048,39.585735,42.147526,46.071594
23/09/2014,75.154655,46.204918,38.814217,41.409058,45.480358
24/09/2014,76.000084,46.861607,39.530312,41.833282,45.439419
25/09/2014,74.239319,45.556976,39.052921,41.369778,45.225658
26/09/2014,74.192802,45.775879,39.547371,41.50333,45.953346
29/09/2014,73.890236,45.705833,38.694866,40.914127,45.707748
30/09/2014,74.906387,46.406303,39.219154,41.259792,46.735603
01/10/2014,73.960045,45.714584,38.890942,41.12624,46.171646
02/10/2014,72.432045,45.171719,38.127956,39.696442,44.880013
03/10/2014,72.796547,45.530712,38.656506,40.018543,45.462154
06/10/2014,73.370583,45.373104,38.618137,40.191372,45.262043
07/10/2014,73.22316,44.690144,37.948936,39.358635,44.120495
08/10/2014,72.331131,44.795216,37.041023,38.81657,43.743004
09/10/2014,73.03701,44.681385,36.887569,38.376629,43.351868
10/10/2014,71.532211,44.471249,35.877361,38.113453,43.078987
13/10/2014,71.245239,44.392445,36.572151,38.113453,42.856136
14/10/2014,71.997643,44.208572,37.207256,38.254864,42.678761
15/10/2014,69.724937,44.050964,35.297657,36.495117,41.364372
16/10/2014,69.562012,44.191055,36.077694,35.705589,40.51844
17/10/2014,71.361572,44.576317,37.339397,36.923271,41.387123
20/10/2014,70.314407,43.875843,37.531216,36.974331,40.986893
21/10/2014,71.98214,44.593834,38.093857,37.936695,42.08297
22/10/2014,71.625328,44.304886,38.038441,38.082031,42.324009
23/10/2014,72.72673,44.681385,38.179111,38.655525,44.429752
24/10/2014,71.873505,44.304886,37.582359,38.891205,43.674778
27/10/2014,72.52507,44.436226,37.104961,38.404133,43.360966
28/10/2014,73.083527,45.171719,37.266941,38.906918,44.479786
29/10/2014,73.843712,45.714584,37.185944,38.07811,45.13015
30/10/2014,73.781693,46.143627,37.4417,38.074177,45.398483
31/10/2014,74.658127,47.474525,38.767323,39.39006,45.935154
03/11/2014,73.86702,46.809071,38.946354,38.781219,45.725945
04/11/2014,73.25425,46.590176,38.341084,38.286289,45.239307
05/11/2014,74.79776,47.553329,39.035866,39.016899,45.844193
06/11/2014,75.185661,47.807243,39.410969,38.981544,46.671936
07/11/2014,74.208313,46.844097,39.099808,38.235222,46.453629
10/11/2014,74.859871,47.281891,39.474899,37.834568,46.826569
11/11/2014,75.49585,47.640881,39.298038,37.763863,47.235893
12/11/2014,74.821068,47.045483,38.616467,36.848637,46.735603
13/11/2014,75.371811,47.360695,37.658825,36.958622,46.908432
14/11/2014,75.317497,47.570835,37.430191,37.35535,47.299568
17/11/2014,75.54245,47.570835,37.732155,37.591026,47.217701
18/11/2014,76.325859,47.842274,38.029804,37.995617,47.208607
19/11/2014,76.395683,47.877289,38.228233,38.211655,46.526398
20/11/2014,75.86824,47.964855,37.701965,37.567459,46.30809
21/11/2014,77.683311,49.033073,37.701965,39.020828,47.035778
24/11/2014,77.993584,49.129391,37.701965,39.437195,47.008492
25/11/2014,77.915977,49.1469,37.697647,40.159946,47.808945
26/11/2014,77.838448,48.691593,37.529415,39.814285,47.26318
27/11/2014,78.303787,49.181919,37.701965,40.285645,47.217701
28/11/2014,78.497734,49.689766,37.507839,40.505615,47.326851
01/12/2014,78.846817,49.427094,37.602749,39.82214,47.608829
02/12/2014,78.420204,49.549675,37.701965,40.089241,47.681599
03/12/2014,78.963142,49.190681,37.723534,40.112812,47.918098
04/12/2014,77.915977,48.72662,37.201572,39.174023,48.063633
05/12/2014,79.350945,49.908661,39.108231,40.788429,48.700356
08/12/2014,78.536537,49.558426,38.43961,40.654881,48.418381
09/12/2014,77.411835,48.901737,37.322353,39.264366,47.381424
10/12/2014,77.411835,48.910492,38.336079,38.851925,46.708313
11/12/2014,76.767975,48.516472,38.167847,38.847996,45.953346
12/12/2014,75.092545,47.1418,36.662361,37.862061,44.657158
15/12/2014,73.25425,46.257454,35.588234,36.491192,44.420658
16/12/2014,76.333656,46.625198,36.321568,37.508545,44.593487
17/12/2014,76.814583,46.309986,37.214512,37.300362,44.475239
18/12/2014,78.730392,47.299404,39.449017,38.683018,45.193825
19/12/2014,78.497734,47.386959,39.177258,38.058468,45.9758
22/12/2014,79.27343,47.605865,39.224709,38.262718,46.293194
23/12/2014,80.359314,47.737202,40.022751,38.965836,46.743984
24/12/2014,79.700027,47.56208,39.673336,38.954048,46.835983
29/12/2014,80.165459,48.043652,39.828625,39.358635,46.891174
30/12/2014,79.118286,47.281891,39.04784,38.360924,46.385193
31/12/2014,79.777557,47.675907,39.263531,38.698727,47.148773
02/01/2015,78.65287,47.159309,39.190189,38.832279,46.964779
05/01/2015,76.217232,45.950996,37.857262,36.946838,46.87278
06/01/2015,75.581253,45.810898,37.443138,35.980549,47.194771
07/01/2015,75.922554,46.345009,38.823536,35.379562,47.985947
08/01/2015,79.118286,47.684662,40.182354,36.526539,49.421116
09/01/2015,77.342026,46.598934,40.173725,35.301006,49.651108
12/01/2015,78.691673,47.465767,41.096863,35.58382,49.687908
13/01/2015,79.467285,47.69342,41.644707,36.408703,49.871899
14/01/2015,78.420204,46.940411,40.950195,35.301006,49.63271
15/01/2015,80.126656,47.938583,41.584316,36.204445,50.460686
16/01/2015,80.785919,48.700348,41.234905,36.129814,50.782677
19/01/2015,81.367676,48.78791,41.817253,36.620815,51.675056
20/01/2015,82.220978,49.365799,41.567055,37.504616,51.279461
21/01/2015,82.414848,49.76857,42.123531,37.920986,51.040268
22/01/2015,83.849823,50.539093,42.041569,38.808716,52.153439
23/01/2015,85.207275,52.535439,42.524708,38.494473,54.683376
26/01/2015,86.758583,52.675529,42.727451,38.753719,54.526978
27/01/2015,86.099312,52.596733,41.217648,38.372704,54.361385
28/01/2015,85.750221,52.430367,40.540398,37.316071,54.545376
29/01/2015,87.068863,52.675529,40.846672,37.433914,54.959373
30/01/2015,86.875008,52.158932,40.41098,36.746513,54.453384
02/02/2015,87.727882,51.957542,40.812157,37.076462,54.214184
03/02/2015,87.727882,51.940033,41.584316,38.027042,54.352184
04/02/2015,88.348969,51.659847,41.692158,38.341282,55.115765
05/02/2015,88.387512,51.764912,42.80941,36.927197,55.72295
06/02/2015,87.030144,51.56353,42.623924,37.056824,55.529751
09/02/2015,87.068863,51.22205,43.551376,35.901985,54.444187
10/02/2015,88.115944,51.370895,44.293335,36.271221,55.68615
11/02/2015,88.038857,51.370895,44.12941,36.188732,55.474552
12/02/2015,89.822395,50.906837,44.353722,37.119667,55.906944
13/02/2015,89.938896,50.714207,44.612545,38.030972,55.62175
16/02/2015,89.162758,50.083778,45.501183,38.631954,55.943745
17/02/2015,88.504005,50.652916,45.285492,38.902985,55.667744
18/02/2015,89.124214,50.976887,45.276863,39.994972,56.302536
19/02/2015,89.589378,51.791183,45.449413,40.403484,56.302536
20/02/2015,89.860931,52.535439,45.483921,40.293499,56.698124
23/02/2015,89.90036,52.299026,45.570202,40.662731,56.753319
24/02/2015,90.404045,52.964474,45.863529,40.835567,56.044937
25/02/2015,90.559097,52.946964,45.630592,40.065674,57.986084
26/02/2015,91.180183,54.155277,46.130981,40.544891,57.516899
27/02/2015,91.606804,54.575565,45.742748,40.921978,57.866493
02/03/2015,91.335243,54.1115,45.76862,41.275505,58.657669
03/03/2015,90.520554,53.84882,44.897251,39.994972,57.958492
04/03/2015,91.412331,53.734997,45.501183,40.788429,58.66687
05/03/2015,92.188461,54.636856,46.286278,40.961266,60.414829
06/03/2015,91.993996,54.654362,46.717648,40.914127,60.378021
09/03/2015,92.110504,54.102745,46.717648,40.819851,60.571217
10/03/2015,91.180183,53.279686,46.467449,40.097099,60.792015
11/03/2015,93.933464,54.260349,47.183533,40.859135,62.328377
12/03/2015,93.623352,53.962646,46.838432,40.537037,61.454403
13/03/2015,93.584816,54.45298,46.821178,40.599884,61.242802
16/03/2015,94.941727,54.864506,47.373333,41.196941,62.604366
17/03/2015,94.864647,54.496761,47.295689,41.071243,61.270397
18/03/2015,94.903198,55.05714,47.04549,41.047676,60.902416
19/03/2015,94.243568,54.838238,46.933334,41.605457,60.88401
20/03/2015,94.476578,54.94331,47.856472,42.406769,60.295231
23/03/2015,93.700432,54.864506,47.407845,42.846706,59.927238
24/03/2015,94.476578,55.144695,47.70118,43.836563,60.157227
25/03/2015,93.390327,54.426712,46.907455,43.090244,59.228058
26/03/2015,92.88665,54.487999,46.665882,43.302353,59.117661
27/03/2015,93.196739,55.092155,46.795296,44.142948,59.016464
30/03/2015,94.166481,54.890774,46.709019,44.983543,59.761639
31/03/2015,92.925186,54.829483,45.923923,44.441475,59.798443
01/04/2015,93.235283,55.02211,46.70039,44.802853,60.396427
02/04/2015,92.925186,55.512444,46.812553,44.967831,60.672424
07/04/2015,94.088509,56.195404,47.071373,44.920692,60.911613
08/04/2015,93.390327,56.300476,47.028236,45.305637,60.920811
09/04/2015,94.980286,56.878368,47.683933,45.509895,61.527996
10/04/2015,95.096786,56.86961,47.485497,44.975685,62.696373
13/04/2015,94.825226,57.009705,48.796864,45.266354,62.806763
14/04/2015,94.553665,56.755783,48.701962,44.622166,62.227177
15/04/2015,95.058243,58.06041,48.891758,44.889267,62.779156
16/04/2015,94.243568,58.48946,48.917656,44.252934,62.457172
17/04/2015,92.96373,57.859032,48.141178,43.294498,61.831589
20/04/2015,93.856369,57.867775,48.546673,44.048672,62.15358
21/04/2015,95.56282,57.981613,49.25412,43.671585,63.459946
22/04/2015,95.251831,58.48946,48.978046,45.572742,64.398323
23/04/2015,93.933464,58.480694,48.546673,45.572742,63.57954
24/04/2015,92.537109,58.647057,48.909016,46.342632,63.321945
27/04/2015,94.127052,59.084858,49.614399,46.484039,63.405525
28/04/2015,92.537109,58.112949,49.570313,46.044106,63.173367
29/04/2015,89.97744,56.370522,48.291821,45.054245,60.573273
30/04/2015,90.598526,56.484352,48.335903,44.339352,60.591835
04/05/2015,91.993996,56.887115,48.141918,44.582886,60.498974
05/05/2015,90.016861,55.75761,47.401272,43.239506,59.412498
06/05/2015,90.559097,55.976509,46.995686,44.01725,59.347496
07/05/2015,90.210464,55.716488,46.510742,44.268639,60.443256
08/05/2015,93.545395,57.285583,47.321922,45.101383,62.449055
11/05/2015,92.188461,56.406891,46.819344,44.6693,61.799034
12/05/2015,90.870087,55.743382,46.440197,44.080101,60.359684
13/05/2015,90.482025,55.599922,46.431389,43.985832,59.217491
14/05/2015,91.8004,56.31723,47.366013,44.700729,59.663223
15/05/2015,90.98571,56.048237,47.260201,44.575031,59.171062
18/05/2015,92.242088,56.272392,47.083858,44.504326,59.570366
19/05/2015,94.269882,57.007633,48.529884,45.101383,60.471119
20/05/2015,94.190857,57.025562,48.750313,45.859657,60.907555
21/05/2015,94.38932,56.738636,48.9002,45.553123,61.232582
22/05/2015,94.269882,57.034531,48.909016,45.988728,61.334721
25/05/2015,94.110916,57.043491,48.626869,45.359516,61.251148
26/05/2015,93.157204,56.953831,48.521065,44.82711,61.316151
27/05/2015,95.542412,57.671135,49.667305,45.553123,62.411907
28/05/2015,95.462494,57.53664,48.83849,45.294987,61.966187
29/05/2015,93.275742,56.06617,47.68343,44.310837,59.811806
01/06/2015,93.395187,56.684849,48.309452,44.246307,60.285397
02/06/2015,92.282501,56.111008,48.283001,44.794842,59.802517
03/06/2015,93.196709,56.532417,47.868595,45.795128,59.10606
04/06/2015,92.202576,55.931679,47.410095,45.448254,58.613895
05/06/2015,90.651642,54.846752,46.995686,44.60931,57.313839
08/06/2015,89.737434,54.506042,46.404938,44.068836,56.858818
09/06/2015,90.015823,54.219116,46.069881,43.875233,56.691669
10/06/2015,91.963692,54.981251,46.563648,44.819046,57.443844
11/06/2015,93.196709,55.214378,46.74881,45.190121,57.610996
12/06/2015,91.367386,54.40741,46.113968,44.60931,57.230263
15/06/2015,89.657959,54.102554,45.073536,43.528358,56.561661
16/06/2015,90.094849,54.550869,45.540855,43.294418,56.840252
17/06/2015,89.856873,53.806667,44.958912,42.866882,56.320225
18/06/2015,90.453178,53.367321,45.496761,42.818485,56.756676
19/06/2015,90.055336,52.999706,46.025795,43.246021,57.796726
22/06/2015,94.3498,54.344646,47.912678,45.432121,58.697472
23/06/2015,95.144577,54.658463,48.318264,46.271069,59.458927
24/06/2015,94.826675,54.219116,48.335903,45.867725,59.031765
25/06/2015,95.065552,54.308777,48.450527,46.004864,58.957485
26/06/2015,95.383453,54.389477,48.538692,46.488869,58.976051
29/06/2015,92.004105,52.963837,46.58128,44.214035,57.230263
30/06/2015,90.214294,51.99548,45.743645,43.681633,56.45023
01/07/2015,92.043617,53.080399,46.995686,44.665775,57.694569
02/07/2015,90.890518,53.026604,46.819344,44.133366,56.645237
03/07/2015,90.731567,52.632084,46.995686,43.778431,56.645237
06/07/2015,89.10125,52.08514,45.937622,41.923069,55.995209
07/07/2015,86.79525,51.556133,45.364506,40.737251,54.741589
08/07/2015,87.272385,51.941685,45.532032,41.084126,55.828064
09/07/2015,89.976318,53.259727,46.598911,42.253811,56.53381
10/07/2015,92.719849,54.640533,47.921497,43.955898,58.261024
13/07/2015,94.469238,55.259205,48.77676,44.988449,59.059628
14/07/2015,94.508759,55.725456,49.147087,45.46439,60.266827
15/07/2015,95.144577,55.348869,49.455688,45.407921,60.8797
16/07/2015,95.860321,56.209633,49.967079,46.424332,61.353298
17/07/2015,96.019272,56.06617,49.896545,46.230732,61.288288
20/07/2015,96.218643,56.379993,49.834827,46.343666,61.084003
21/07/2015,95.581924,55.940643,49.817192,46.020996,60.108959
22/07/2015,94.587784,56.057205,50.09935,45.859657,58.753189
23/07/2015,94.190857,55.734421,49.667305,46.053265,58.353886
24/07/2015,93.475105,55.447495,49.341061,46.150063,58.13102
27/07/2015,91.327873,54.129456,48.459343,44.940044,55.660915
28/07/2015,92.441452,54.559834,48.979557,45.78706,56.626663
29/07/2015,91.844261,55.017117,49.561497,45.359516,56.970257
30/07/2015,93.077271,55.20541,49.446865,46.513073,62.690491
31/07/2015,94.269882,55.313,51.492466,47.84409,63.944111
03/08/2015,95.224503,56.424828,52.41827,48.037693,64.770584
04/08/2015,95.66185,56.433788,52.286011,48.207092,64.956299
05/08/2015,96.9739,56.631046,52.294827,48.763702,64.956299
06/08/2015,96.695511,56.729679,52.41827,48.949238,65.429901
07/08/2015,95.860321,56.084103,52.197838,48.602367,65.002739
10/08/2015,96.893974,56.290325,53.194183,48.763702,65.578484
11/08/2015,94.150436,55.483364,52.682781,48.110291,64.649864
12/08/2015,91.208443,53.708038,51.095695,46.730873,63.099079
13/08/2015,92.12265,54.201183,51.668804,47.343945,64.296989
14/08/2015,91.884659,54.084621,51.342567,46.90834,65.819901
17/08/2015,91.765221,54.093586,51.404289,47.690819,65.327744
18/08/2015,91.486832,53.914265,51.413109,47.86829,65.996346
19/08/2015,89.379654,52.990734,50.963425,47.54562,64.909874
20/08/2015,87.590378,52.112038,50.258049,46.642139,63.219803
21/08/2015,85.085533,50.749165,49.535042,44.835178,61.084003
24/08/2015,80.910782,48.005482,46.643005,42.632946,58.808903
25/08/2015,84.648201,49.251797,47.868595,44.762585,60.359684
26/08/2015,82.183144,48.552425,48.459343,44.423771,59.969669
27/08/2015,84.926506,49.637348,50.363857,45.617657,62.45834
28/08/2015,85.602463,49.538712,50.557838,45.698326,62.356194
31/08/2015,84.966286,49.664246,50.619556,45.391788,64.649864
01/09/2015,83.733719,48.740719,49.640854,44.0527,63.145504
02/09/2015,84.290413,48.561394,49.75547,44.270504,62.086906
03/09/2015,86.000023,49.332493,50.434395,45.270786,63.414822
04/09/2015,83.336136,47.987549,50.205151,43.955898,61.882607
07/09/2015,84.290413,48.005482,50.187515,43.963966,61.75259
08/09/2015,84.72776,48.113075,50.910526,44.810982,61.929043
09/09/2015,85.761505,48.937977,52.012676,45.536987,62.57906
10/09/2015,84.171059,48.337231,51.986221,44.843243,62.170471
11/09/2015,83.415627,47.80822,51.139771,44.560909,62.105469
14/09/2015,83.177109,47.610966,50.540207,44.020435,62.077606
15/09/2015,83.773499,48.301369,51.139771,44.431843,63.489101
16/09/2015,84.290413,49.323521,51.739346,44.568977,64.343422
17/09/2015,83.932541,49.744942,52.233112,44.891647,65.244171
18/09/2015,82.143364,48.982807,51.27203,42.737816,64.631287
21/09/2015,83.773499,50.291885,52.047943,43.310558,64.659149
22/09/2015,81.149399,48.893139,50.716545,41.8424,63.266232
23/09/2015,81.149399,49.431122,50.663647,41.261597,63.229076
24/09/2015,79.956604,48.229641,49.217621,41.076057,61.241863
25/09/2015,82.660179,49.655281,50.884075,42.390945,63.126945
28/09/2015,80.831306,48.87521,50.275692,40.753387,62.690491
29/09/2015,81.904747,48.579327,49.535042,41.059925,62.0219
30/09/2015,84.012009,50.587772,50.00235,42.31834,62.495483
01/10/2015,83.097626,50.112556,49.790741,41.721405,63.470535
02/10/2015,84.012009,50.318779,49.773109,41.882736,64.22271
05/10/2015,86.43737,52.300331,51.818699,43.568691,66.098495
06/10/2015,87.033768,52.506557,51.31612,43.625164,66.6278
07/10/2015,86.874725,51.4575,51.148586,43.600964,66.172783
08/10/2015,86.993988,51.843048,51.069233,43.116955,65.931351
09/10/2015,87.828979,51.959614,50.205151,43.40736,65.931351
12/10/2015,87.590378,52.533455,49.693748,43.536427,62.588352
13/10/2015,86.516945,51.789253,50.504932,43.060486,63.43338
14/10/2015,85.324158,51.645794,50.540207,42.850754,62.430489
15/10/2015,87.39164,52.676914,51.007511,43.536427,63.126945
16/10/2015,87.749428,52.246532,51.351383,44.359241,64.1577
19/10/2015,87.828979,53.268688,50.866444,44.439907,64.287712
20/10/2015,86.675987,52.901073,51.095695,43.802628,64.204132
21/10/2015,87.192818,53.815636,51.377838,43.883301,64.482712
22/10/2015,90.135262,55.546127,51.827515,44.37537,64.083405
23/10/2015,92.163055,56.622086,53.009022,45.101379,65.318466
26/10/2015,92.559998,56.640015,53.238266,45.052982,64.529137
27/10/2015,93.236221,56.31723,52.867947,44.746445,63.749119
28/10/2015,94.269882,56.702778,53.370525,45.020714,63.247665
29/10/2015,94.110916,57.563534,53.855476,43.802628,63.767685
30/10/2015,93.753502,56.855202,54.119991,44.577042,64.17627
02/11/2015,94.985619,56.487587,54.208157,44.649643,64.584869
03/11/2015,95.940247,57.142128,54.058262,44.617378,62.950497
04/11/2015,96.17823,57.491814,52.93848,44.883579,63.024796
05/11/2015,96.655983,58.110485,53.63504,45.069115,62.904076
06/11/2015,97.570206,57.644241,54.860634,46.472736,65.504189
09/11/2015,96.49614,56.900036,54.516766,46.020996,64.464134
10/11/2015,96.377602,56.980728,53.938309,45.859657,64.770584
11/11/2015,97.768669,57.931156,54.347672,46.198463,65.402031
12/11/2015,96.377602,57.160061,53.333164,45.577324,63.145504
13/11/2015,95.144577,56.496552,53.315369,45.286919,61.576157
16/11/2015,95.899834,56.702778,52.977184,44.770645,61.613304
17/11/2015,98.325462,57.993919,55.024021,45.585384,63.349812
18/11/2015,91.049477,57.160061,54.95282,45.327255,62.746212
19/11/2015,91.406891,57.787697,55.228695,45.553123,62.096191
20/11/2015,92.441452,58.271873,54.721447,44.72224,62.430489
23/11/2015,92.322014,57.940128,54.481159,44.657711,63.145504
24/11/2015,90.77108,57.420082,53.840416,44.335037,62.495483
25/11/2015,92.480972,58.567764,54.463371,44.423771,63.182659
26/11/2015,92.798874,58.487072,55.095211,45.085251,63.944111
27/11/2015,92.242088,58.298771,55.273193,45.190121,63.971973
30/11/2015,91.844261,59.473354,54.783745,45.262718,64.891296
01/12/2015,87.272385,58.684326,54.160789,45.399853,63.303379
02/12/2015,85.880768,59.069878,54.276482,45.12558,63.145504
03/12/2015,83.932541,56.048237,52.452137,43.826832,61.149006
04/12/2015,83.853058,56.263428,52.54113,43.455757,60.341114
07/12/2015,85.324158,57.124191,53.582336,43.576759,60.498974
08/12/2015,84.131371,57.106258,53.137379,42.737816,59.756084
09/12/2015,83.296356,56.415852,52.870403,42.092476,58.196022
10/12/2015,83.018051,55.92271,52.149563,42.165073,58.660328
11/12/2015,81.865051,55.044014,51.286335,41.374527,57.555279
14/12/2015,81.149399,54.649502,50.868069,40.559784,56.543091
15/12/2015,83.256668,55.698551,51.330833,42.310276,58.799614
16/12/2015,83.137321,55.895813,51.56221,42.33448,59.70966
17/12/2015,84.250626,56.595181,52.647919,42.979824,59.960377
18/12/2015,83.296356,55.528194,51.971581,42.907215,58.957485
21/12/2015,80.871002,54.873653,51.526615,42.42321,58.676239
22/12/2015,81.109619,54.640533,51.642303,42.511948,58.385628
23/12/2015,82.938583,55.931679,52.532227,43.326691,58.99498
24/12/2015,82.699966,56.012371,52.754707,42.995953,59.023102
28/12/2015,82.501236,55.833046,52.024975,42.237679,58.685616
29/12/2015,83.972328,56.613113,52.950497,42.834614,59.801205
30/12/2015,83.495193,56.523449,52.932693,42.42321,59.76371
